lat,lon,addr,sqft,assessed,market,subsidy,change,county
37.38653,-118.42277,"1727 Shoshone Dr, Bishop",8760,512457,605747,1101,-716,Inyo
37.38613,-118.42277,"1703 Shoshone Dr, Bishop",8760,816510,816510,0,-2450,Inyo
37.38593,-118.42276,"1691 Shoshone Dr, Bishop",8760,445920,605747,1886,69,Inyo
37.38573,-118.42276,"1679 Shoshone Dr, Bishop",8760,717876,717876,0,-2154,Inyo
37.38567,-118.42209,"1680 Shoshone Dr, Bishop",10675,551641,605747,638,-1179,Inyo
37.38586,-118.42209,"1692 Shoshone Dr, Bishop",10587,602375,605747,40,-1777,Inyo
37.38608,-118.42208,"1704 Shoshone Dr, Bishop",10454,409697,605747,2313,496,Inyo
37.38629,-118.42215,"1716 Shoshone Dr, Bishop",8914,477881,605747,1509,-308,Inyo
37.3867,-118.42215,"1740 Shoshone Dr, Bishop",9147,740000,740000,0,-2220,Inyo
37.36613,-118.44974,"387 Shepard Ln, Bishop",34412,113337,605747,5810,3993,Inyo
37.36642,-118.44974,"399 Shepard Ln, Bishop",31798,142135,605747,5471,3653,Inyo
37.3658,-118.44974,"375 Shepard Ln, Bishop",41382,332839,605747,3220,1403,Inyo
37.36509,-118.44862,"316 Shepard Ln, Bishop",27007,250175,605747,4196,2379,Inyo
37.36542,-118.44867,"348 Shepard Ln, Bishop",36590,801003,801003,0,-2403,Inyo
37.36542,-118.44792,"317 Mt Tom Rd, Bishop",26755,295230,605747,3664,1847,Inyo
37.36582,-118.44798,"325 Mt Tom Rd, Bishop",30056,958800,958800,0,-2876,Inyo
37.36818,-118.44923,"393 Mt Tom Rd, Bishop",81892,925453,925453,0,-2776,Inyo
37.3663,-118.44867,"388 Shepard Ln, Bishop",50529,459245,605747,1729,-89,Inyo
37.36734,-118.44962,"395 Mt Tom Rd, Bishop",72309,914563,914563,0,-2744,Inyo
37.36787,-118.44953,"391 Mt Tom Rd, Bishop",84721,1255765,1255765,0,-3767,Inyo
37.3673,-118.44867,"412 Shepard Ln, Bishop",31798,539256,605747,785,-1033,Inyo
37.36784,-118.44794,"397 Mt Tom Rd, Bishop",23086,345383,605747,3072,1255,Inyo
37.36828,-118.44794,"403 Mt Tom Rd, Bishop",26136,509722,605747,1133,-684,Inyo
37.36808,-118.44844,"401 Mt Tom Rd, Bishop",58370,1219540,1219540,0,-3659,Inyo
37.36685,-118.44795,"373 Mt Tom Rd, Bishop",38554,664634,664634,0,-1994,Inyo
37.36506,-118.44785,"305 Mt Tom Rd, Bishop",17550,668561,668561,0,-2006,Inyo
37.36805,-118.44508,"387 N Mountain View Rd, Bishop",53578,809710,809710,0,-2429,Inyo
37.36756,-118.44501,"375 N Mountain View Rd, Bishop",45302,1003961,1003961,0,-3012,Inyo
37.36714,-118.44504,"363 N Mountain View Rd, Bishop",43560,580164,605747,302,-1515,Inyo
37.36672,-118.44508,"351 N Mountain View Rd, Bishop",43560,538082,605747,798,-1019,Inyo
37.3663,-118.44511,"327 N Mountain View Rd, Bishop",43641,889097,889097,0,-2667,Inyo
37.36545,-118.44522,"301 North Mountain View Rd, Bishop",43560,948298,948298,0,-2845,Inyo
37.36532,-118.44601,"300 Vista Rd, Bishop",23086,338555,605747,3153,1336,Inyo
37.36568,-118.44598,"312 Vista Rd, Bishop",21780,637683,637683,0,-1913,Inyo
37.3661,-118.44597,"324 Vista Rd, Bishop",32670,306226,605747,3534,1717,Inyo
37.36658,-118.44595,"350 Vista Rd, Bishop",34412,723139,723139,0,-2169,Inyo
37.36747,-118.44591,"374 Vista Rd, Bishop",32670,758546,758546,0,-2276,Inyo
37.36789,-118.44589,"384 Vista Rd, Bishop",32670,796474,796474,0,-2389,Inyo
37.3683,-118.44588,"398 Vista Rd, Bishop",35719,1004550,1004550,0,-3014,Inyo
37.36826,-118.44675,"399 Vista Rd, Bishop",27442,857393,857393,0,-2572,Inyo
37.36773,-118.44675,"377 Vista Rd, Bishop",27878,529110,605747,904,-913,Inyo
37.36721,-118.44675,"369 Vista Rd, Bishop",27878,323734,605747,3328,1511,Inyo
37.36668,-118.44675,"347 Vista Rd, Bishop",27878,971615,971615,0,-2915,Inyo
37.36617,-118.44675,"325 Vista Rd, Bishop",27878,176122,605747,5070,3252,Inyo
37.36629,-118.44723,"330 Mt Tom Rd, Bishop",23958,597042,605747,103,-1715,Inyo
37.36679,-118.44723,"358 Mt Tom Rd, Bishop",23522,738627,738627,0,-2216,Inyo
37.36727,-118.44724,"374 Mt Tom Rd, Bishop",23960,611420,611420,0,-1834,Inyo
37.36774,-118.44724,"386 Mt Tom Rd, Bishop",23958,602914,605747,33,-1784,Inyo
37.36528,-118.44699,"301 Vista Rd, Bishop",43020,827186,827186,0,-2482,Inyo
37.3658,-118.44722,"312 Mt Tom Rd, Bishop",21911,997601,997601,0,-2993,Inyo
37.36569,-118.44676,"311 Vista Rd, Bishop",21780,635526,635526,0,-1907,Inyo
37.36825,-118.44725,"398 Mt Tom Rd, Bishop",31263,531804,605747,873,-945,Inyo
37.36675,-118.44386,"338 N Mountain View Rd, Bishop",43560,534901,605747,836,-981,Inyo
37.36628,-118.44288,"3601 Ranch Rd, Bishop",43560,274979,605747,3903,2086,Inyo
37.36623,-118.44334,"3613 Ranch Rd, Bishop",43560,416772,605747,2230,413,Inyo
37.36724,-118.44394,"372 N Mountain View Rd, Bishop",54014,394281,605747,2495,678,Inyo
37.3661,-118.44375,"3663 Ranch Rd, Bishop",43560,215060,605747,4610,2793,Inyo
37.36602,-118.44157,"3506 Ranch Rd, Bishop",15246,371777,605747,2761,944,Inyo
37.3658,-118.44159,"3504 Ranch Rd, Bishop",20473,533680,605747,850,-967,Inyo
37.36554,-118.44152,"3502 Ranch Rd, Bishop",16409,529802,605747,896,-921,Inyo
37.36681,-118.44202,"3561 Majestic Way, Bishop",10716,617178,617178,0,-1852,Inyo
37.36682,-118.44232,"3565 Majestic Way, Bishop",9790,690000,690000,0,-2070,Inyo
37.36713,-118.44265,"3574 Luring Ln, Bishop",10080,376661,605747,2703,886,Inyo
37.36713,-118.44234,"3568 Luring Ln, Bishop",10764,577930,605747,328,-1489,Inyo
37.36713,-118.44202,"371 Ranch Rd, Bishop",10678,272035,605747,3938,2121,Inyo
37.36739,-118.44145,"390 Ranch Rd, Bishop",12000,931148,931148,0,-2793,Inyo
37.36711,-118.44145,"370 Ranch Rd, Bishop",12000,140758,605747,5487,3670,Inyo
37.36684,-118.44145,"340 Ranch Rd, Bishop",12000,396967,605747,2464,646,Inyo
37.36656,-118.44144,"320 Ranch Rd, Bishop",12000,621981,621981,0,-1866,Inyo
37.36628,-118.44146,"300 Ranch Rd, Bishop",12247,658316,658316,0,-1975,Inyo
37.36766,-118.44145,"400 Ranch Rd, Bishop",12000,634170,634170,0,-1903,Inyo
37.36799,-118.44144,"410 Ranch Rd, Bishop",16032,584498,605747,251,-1567,Inyo
37.36833,-118.44151,"414 Ranch Rd, Bishop",17700,371179,605747,2768,951,Inyo
37.36839,-118.44192,"3561 Ranch View Ln, Bishop",13015,750772,750772,0,-2252,Inyo
37.36835,-118.44229,"3567 Ranch View Ln, Bishop",12240,655725,655725,0,-1967,Inyo
37.36793,-118.443,"3578 Ranch View Ln, Bishop",12717,700397,700397,0,-2101,Inyo
37.36791,-118.44265,"3572 Ranch View Ln, Bishop",10250,332756,605747,3221,1404,Inyo
37.36792,-118.44234,"3566 Ranch View Ln, Bishop",10764,643385,643385,0,-1930,Inyo
37.36792,-118.44202,"415 Ranch Rd, Bishop",10630,603122,605747,31,-1786,Inyo
37.3676,-118.44202,"401 Ranch Rd, Bishop",10715,500638,605747,1240,-577,Inyo
37.3676,-118.44234,"3569 Luring Ln, Bishop",10764,163707,605747,5216,3399,Inyo
37.3676,-118.44265,"3575 Luring Ln, Bishop",10100,494416,605747,1314,-504,Inyo
37.36757,-118.443,"3581 Luring Ln, Bishop",12580,438123,605747,1978,161,Inyo
37.36763,-118.44352,"396 N Mountain View Rd, Bishop",47916,96242,605747,6012,4195,Inyo
37.36829,-118.44438,"420 N Mountain View Rd, Bishop",35283,836047,836047,0,-2508,Inyo
37.36822,-118.44362,"408 N Mountain View Rd, Bishop",53143,1048874,1048874,0,-3147,Inyo
37.36835,-118.44283,"3579 Ranch View Ln, Bishop",25423,279720,605747,3847,2030,Inyo
37.36629,-118.44214,"301 Ranch Rd, Bishop",20235,438526,605747,1973,156,Inyo
37.36678,-118.44273,"3577 Majestic Way, Bishop",22483,557530,605747,569,-1248,Inyo
37.36715,-118.443,"3580 Luring Ln, Bishop",15242,618007,618007,0,-1854,Inyo
37.36521,-118.44144,"3500 Ranch Rd, Bishop",21780,562879,605747,506,-1311,Inyo
37.36462,-118.4482,"314 Shepard Ln, Bishop",6600,342356,605747,3108,1291,Inyo
37.36444,-118.44857,"300 Shepard Ln, Bishop",20908,105483,605747,5903,4086,Inyo
37.36426,-118.44857,"272 Shepard Ln, Bishop",20908,345403,605747,3072,1255,Inyo
37.36407,-118.44882,"260 Shepard Ln, Bishop",11761,443054,605747,1920,103,Inyo
37.36353,-118.44858,"224 Shepard Ln, Bishop",20908,612000,612000,0,-1836,Inyo
37.36326,-118.44858,"200 Shepard Ln, Bishop",41817,344870,605747,3078,1261,Inyo
37.36255,-118.44858,"148 Shepard Ln, Bishop",22215,237302,605747,4348,2530,Inyo
37.36176,-118.44978,"3905 W Line St, Bishop",93639,918000,918000,0,-2754,Inyo
37.3639,-118.44976,"249 Shepard Ln, Bishop",20908,538357,605747,795,-1022,Inyo
37.36408,-118.44976,"261 Shepard Ln, Bishop",20908,637359,637359,0,-1912,Inyo
37.36427,-118.44976,"273 Shepard Ln, Bishop",21780,100111,605747,5966,4149,Inyo
37.36445,-118.44975,"301 Shepard Ln, Bishop",20037,511824,605747,1108,-709,Inyo
37.36234,-118.44977,"149 Shepard Ln, Bishop",38768,397845,605747,2453,636,Inyo
37.36372,-118.44976,"237 Shepard Ln, Bishop",20955,474088,605747,1554,-264,Inyo
37.36228,-118.44858,"138 Shepard Ln, Bishop",41382,252413,605747,4169,2352,Inyo
37.36297,-118.44977,"173 Shepard Ln, Bishop",25264,23738,605747,6868,5050,Inyo
37.36471,-118.44893,"310 Shepard Ln, Bishop",14374,53743,605747,6514,4696,Inyo
37.36199,-118.44889,"128 Shepard Ln, Bishop",11232,398234,605747,2449,631,Inyo
37.36163,-118.44888,"3893 W Line St, Bishop",26325,202684,605747,4756,2939,Inyo
37.36371,-118.44868,"236 Shepard Ln, Bishop",16988,395644,605747,2479,662,Inyo
37.36484,-118.44819,"312 Shepard Ln, Bishop",9100,385499,605747,2599,782,Inyo
37.36396,-118.44799,"255 Mt Tom Rd, Bishop",52613,1064874,1064874,0,-3195,Inyo
37.36389,-118.44882,"248 Shepard Ln, Bishop",11550,650250,650250,0,-1951,Inyo
37.36312,-118.44616,"213 South Mountain View Rd, Bishop",44431,1071146,1071146,0,-3213,Inyo
37.36285,-118.44611,"207 South Mountain View Rd, Bishop",43995,850286,850286,0,-2551,Inyo
37.3616,-118.44701,"3801 W Line St, Bishop",8276,344170,605747,3087,1269,Inyo
37.36406,-118.44619,"257 S Mountain View Rd, Bishop",56192,1153700,1153700,0,-3461,Inyo
37.36463,-118.44712,"3792 Ranch Rd, Bishop",25852,749213,749213,0,-2248,Inyo
37.36458,-118.44779,"275 Mt Tom Rd, Bishop",29902,305281,605747,3545,1728,Inyo
37.36191,-118.44568,"1 Mclaren Ln, Bishop",76230,986493,986493,0,-2959,Inyo
37.36168,-118.44755,"3857 W Line St, Bishop",64468,157407,605747,5290,3473,Inyo
37.36217,-118.44716,"210 Mt Tom Rd, Bishop",23958,703279,703279,0,-2110,Inyo
37.36346,-118.4478,"245 Mt Tom Rd, Bishop",20909,395655,605747,2479,662,Inyo
37.36303,-118.4478,"233 Mt Tom Rd, Bishop",20886,1053745,1053745,0,-3161,Inyo
37.36261,-118.44781,"221 Mt Tom Rd, Bishop",20886,590897,605747,175,-1642,Inyo
37.36217,-118.44777,"209 Mt Tom Rd, Bishop",23958,483282,605747,1445,-372,Inyo
37.36406,-118.44712,"250 Mt Tom Rd, Bishop",30056,603044,605747,32,-1785,Inyo
37.36354,-118.44712,"240 Mt Tom Rd, Bishop",20925,576722,605747,342,-1475,Inyo
37.36312,-118.44712,"230 Mt Tom Rd, Bishop",20925,331874,605747,3232,1414,Inyo
37.36464,-118.44585,"283 S Mountain View Rd, Bishop",68824,925874,925874,0,-2778,Inyo
37.36457,-118.44659,"3780 Ranch Rd, Bishop",42688,710271,710271,0,-2131,Inyo
37.36252,-118.44572,"185 Mclaren Ln, Bishop",29185,599560,605747,73,-1744,Inyo
37.36372,-118.44619,"237 S Mountain View Rd, Bishop",44852,108771,605747,5864,4047,Inyo
37.36503,-118.4429,"3612 Ranch Rd, Bishop",44866,933920,933920,0,-2802,Inyo
37.3642,-118.44182,"372 Mclaren Ln, Bishop",23522,482167,605747,1458,-359,Inyo
37.36403,-118.4421,"360 Mclaren Ln, Bishop",43560,436457,605747,1998,180,Inyo
37.36391,-118.44248,"348 Mclaren Ln, Bishop",46609,479431,605747,1491,-327,Inyo
37.3637,-118.44286,"336 Mclaren Ln, Bishop",43560,697264,697264,0,-2092,Inyo
37.36389,-118.44322,"324 Mclaren Ln, Bishop",20908,237166,605747,4349,2532,Inyo
37.36329,-118.44322,"312 Mclaren Ln, Bishop",21344,529866,605747,895,-922,Inyo
37.36493,-118.44487,"286 S Mountain View Rd, Bishop",30056,214427,605747,4618,2800,Inyo
37.36378,-118.44356,"272 Mclaren Ln, Bishop",18730,295803,605747,3657,1840,Inyo
37.36327,-118.44418,"249 Mclaren Ln, Bishop",50529,1104717,1104717,0,-3314,Inyo
37.36281,-118.44482,"186 Mclaren Ln, Bishop",18295,105377,605747,5904,4087,Inyo
37.36318,-118.44492,"200 S Mountain View Rd, Bishop",36590,728028,728028,0,-2184,Inyo
37.36454,-118.44477,"216 S Mountain View Rd, Bishop",40075,797215,797215,0,-2392,Inyo
37.36358,-118.44494,"206 S Mountain View Rd, Bishop",20908,133280,605747,5575,3758,Inyo
37.36516,-118.44252,"3600 Ranch Rd, Bishop",72309,412492,605747,2280,463,Inyo
37.36374,-118.44409,"299 Mclaren Ln, Bishop",33105,811822,811822,0,-2435,Inyo
37.36317,-118.44364,"262 Mclaren Ln, Bishop",28314,580019,605747,304,-1514,Inyo
37.36434,-118.44149,"384 Mclaren Ln, Bishop",58806,385162,605747,2603,786,Inyo
37.36434,-118.44382,"3652 Ranch Rd, Bishop",46174,749724,749724,0,-2249,Inyo
37.36513,-118.44196,"3582 Ranch Rd, Bishop",40511,354225,605747,2968,1151,Inyo
37.36512,-118.44426,"3656 Ranch Rd, Bishop",21781,832400,832400,0,-2497,Inyo
37.3617,-118.44322,"3499 W Line St, Bishop",34412,426884,605747,2111,293,Inyo
37.3617,-118.44376,"3517 W Line St, Bishop",37897,703382,703382,0,-2110,Inyo
37.36171,-118.44154,"3401 W Line St, Bishop",40946,532339,605747,866,-951,Inyo
37.36171,-118.44211,"3437 W Line St, Bishop",34848,357962,605747,2924,1107,Inyo
37.36162,-118.44487,"100 Mclaren Ln, Bishop",30492,746877,746877,0,-2241,Inyo
37.36221,-118.4432,"3642 Brookside Dr, Bishop",17859,520877,605747,1001,-816,Inyo
37.36223,-118.44277,"3620 Brookside Dr, Bishop",15246,597355,605747,99,-1718,Inyo
37.36227,-118.44239,"3590 Brookside Dr, Bishop",15681,156787,605747,5298,3480,Inyo
37.36227,-118.44155,"3566 Brookside Dr, Bishop",24393,235441,605747,4370,2552,Inyo
37.36294,-118.44153,"3530 Brookside Dr, Bishop",19602,509665,605747,1134,-683,Inyo
37.36326,-118.44148,"3522 Brookside Dr, Bishop",17424,441079,605747,1943,126,Inyo
37.36361,-118.44152,"3514 Brookside Dr, Bishop",21344,592764,605747,153,-1664,Inyo
37.36322,-118.4422,"3533 Brookside Dr, Bishop",22651,440214,605747,1953,136,Inyo
37.36301,-118.44246,"3565 Brookside Dr, Bishop",19166,700397,700397,0,-2101,Inyo
37.36284,-118.44272,"3597 Brookside Dr, Bishop",16988,711004,711004,0,-2133,Inyo
37.36279,-118.44307,"3611 Brookside Dr, Bishop",13503,1010586,1010586,0,-3032,Inyo
37.36275,-118.44346,"3627 Brookside Dr, Bishop",16117,864745,864745,0,-2594,Inyo
37.36266,-118.44392,"3643 Brookside Dr, Bishop",21344,753435,753435,0,-2260,Inyo
37.36261,-118.4443,"3683 Brookside Dr, Bishop",19166,520451,605747,1006,-811,Inyo
37.36199,-118.44488,"112 Mclaren Ln, Bishop",13503,530552,605747,887,-930,Inyo
37.36246,-118.44489,"148 Mclaren Ln, Bishop",9700,783138,783138,0,-2349,Inyo
37.36261,-118.44459,"3695 Brookside Dr, Bishop",16552,375281,605747,2719,902,Inyo
37.36201,-118.4443,"3682 Brookside Dr, Bishop",16552,894744,894744,0,-2684,Inyo
37.36163,-118.44431,"3587 W Line St, Bishop",29620,613530,613530,0,-1841,Inyo
37.36232,-118.44203,"3582 Brookside Dr, Bishop",27056,728691,728691,0,-2186,Inyo
37.36264,-118.44161,"3542 Brookside Dr, Bishop",34784,529640,605747,898,-919,Inyo
37.37246,-118.43167,"744 Brockman Ln, Bishop",21344,66079,605747,6368,4551,Inyo
37.37245,-118.433,"773 Brockman Ln, Bishop",43560,53722,605747,6514,4697,Inyo
37.3722,-118.433,"751 Brockman Ln, Bishop",43560,662444,662444,0,-1987,Inyo
37.37194,-118.43301,"691 Brockman Ln, Bishop",43560,425653,605747,2125,308,Inyo
37.37168,-118.43301,"679 Brockman Ln, Bishop",43560,480429,605747,1479,-338,Inyo
37.37142,-118.43302,"611 Brockman Ln, Bishop",43560,704104,704104,0,-2112,Inyo
37.37116,-118.43302,"595 Brockman Ln, Bishop",43560,602375,605747,40,-1777,Inyo
37.36153,-118.43462,"3019 W Line St, Bishop",9583,330759,605747,3245,1428,Inyo
37.3618,-118.43582,"3071 W Line St, Bishop",32670,222760,605747,4519,2702,Inyo
37.36176,-118.43617,"3095 W Line St, Bishop",30927,537958,605747,800,-1017,Inyo
37.36159,-118.43649,"3103 W Line St, Bishop",11325,175872,605747,5073,3255,Inyo
37.36216,-118.43461,"3019 Milovich Dr, Bishop",8276,449393,605747,1845,28,Inyo
37.36186,-118.43461,"3019 W Line St A, Bishop",9601,542737,605747,744,-1074,Inyo
37.3618,-118.43804,"3205 W Line St, Bishop",34848,113550,605747,5808,3991,Inyo
37.36259,-118.43609,"3071 W Line St # A, Bishop",43560,638059,638059,0,-1914,Inyo
37.3616,-118.43546,"3061 W Line St, Bishop",13297,302843,605747,3574,1757,Inyo
37.362,-118.43539,"3061 W Line St # A, Bishop",21344,509027,605747,1141,-676,Inyo
37.36219,-118.43425,"2989 Milovich Dr, Bishop",9583,265530,605747,4015,2197,Inyo
37.36246,-118.4346,"3019 Milovich Dr, Bishop",9147,441016,605747,1944,127,Inyo
37.36254,-118.43425,"2989 W Line St C, Bishop",11761,177087,605747,5058,3241,Inyo
37.36242,-118.435,"3031 W Line St, Bishop",66646,337389,605747,3167,1349,Inyo
37.36289,-118.43411,"2989 W Line St D, Bishop",19166,275691,605747,3895,2077,Inyo
37.36268,-118.43555,"3059 W Line St, Bishop",36590,523492,605747,971,-847,Inyo
37.36159,-118.43363,"2969 W Line St, Bishop",10454,213886,605747,4624,2807,Inyo
37.36231,-118.43394,"2977 W Line St A, Bishop",32670,287801,605747,3752,1935,Inyo
37.36158,-118.43398,"2977 W Line St, Bishop",13503,136542,605747,5537,3719,Inyo
37.36207,-118.43352,"2971 W Line St, Bishop",34412,498369,605747,1267,-550,Inyo
37.36164,-118.43339,"2963 West Line St, Bishop",12196,553973,605747,611,-1206,Inyo
37.37464,-118.41723,"1255 Early Pond Ln, Bishop",18730,299034,605747,3619,1802,Inyo
37.37421,-118.41703,"1231 Early Pond Ln, Bishop",32670,519680,605747,1016,-802,Inyo
37.37431,-118.41518,"2251 Early Pond Ln, Bishop",20908,442125,605747,1931,113,Inyo
37.3747,-118.4155,"2236 Early Pond Ln, Bishop",139827,131409,605747,5597,3780,Inyo
37.37423,-118.4156,"2277 Early Pond Ln, Bishop",16252,63340,605747,6400,4583,Inyo
37.37428,-118.41598,"2297 Early Pond Ln, Bishop",15100,102839,605747,5934,4117,Inyo
37.37427,-118.41637,"2317 Early Pond Ln, Bishop",19636,671058,671058,0,-2013,Inyo
37.37463,-118.41674,"1266 Early Pond Ln, Bishop",30492,387465,605747,2576,758,Inyo
37.3743,-118.41412,"2211 Early Pond Ln, Bishop",19166,228888,605747,4447,2630,Inyo
37.37486,-118.4142,"85 See Vee Ln, Bishop",30492,245165,605747,4255,2438,Inyo
37.37516,-118.41574,"2256 N Sierra Hwy, Bishop",12448,173018,605747,5106,3289,Inyo
37.36055,-118.43505,"3047 Birch St, Bishop",8640,73454,605747,6281,4464,Inyo
37.36055,-118.43527,"3055 Birch St, Bishop",8640,338880,605747,3149,1332,Inyo
37.36055,-118.43549,"3063 Birch St, Bishop",8640,149150,605747,5388,3571,Inyo
37.36055,-118.43571,"3071 Birch St, Bishop",8640,361032,605747,2888,1070,Inyo
37.36055,-118.43593,"3083 Birch St, Bishop",8775,301343,605747,3592,1775,Inyo
37.36055,-118.43616,"196 Meadow Ln, Bishop",9364,340500,605747,3130,1313,Inyo
37.36092,-118.43616,"3096 W Line St, Bishop",9780,191628,605747,4887,3069,Inyo
37.36092,-118.43593,"3082 W Line St, Bishop",9100,232111,605747,4409,2592,Inyo
37.36092,-118.43571,"3070 West Line St, Bishop",8879,476931,605747,1520,-297,Inyo
37.36092,-118.43549,"3062 W Line St, Bishop",8844,222142,605747,4527,2709,Inyo
37.36092,-118.43527,"3054 W Line St, Bishop",7889,204372,605747,4736,2919,Inyo
37.36092,-118.43505,"3046 W Line St, Bishop",8683,377400,605747,2694,877,Inyo
37.36092,-118.4348,"3040 W Line St, Bishop",10665,169855,605747,5144,3326,Inyo
37.36055,-118.4348,"3039 Birch St, Bishop",10665,261345,605747,4064,2247,Inyo
37.35957,-118.43496,"230 Mesquite Rd, Bishop",10560,261348,605747,4064,2247,Inyo
37.35904,-118.43496,"266 Mesquite Rd, Bishop",10560,488988,605747,1378,-439,Inyo
37.35939,-118.43496,"242 Mesquite Rd, Bishop",10560,404607,605747,2373,556,Inyo
37.35869,-118.43496,"286 Mesquite Rd, Bishop",10560,59746,605747,6443,4626,Inyo
37.35887,-118.43496,"274 Mesquite Rd, Bishop",10560,289643,605747,3730,1913,Inyo
37.35922,-118.43496,"254 Mesquite Rd, Bishop",10560,233809,605747,4389,2572,Inyo
37.3601,-118.43495,"3040 Birch St, Bishop",11299,167240,605747,5174,3357,Inyo
37.35992,-118.43496,"210 Mesquite Rd, Bishop",10560,296106,605747,3654,1837,Inyo
37.35975,-118.43496,"218 Mesquite Rd, Bishop",10560,485793,605747,1415,-402,Inyo
37.35851,-118.43495,"292 Mesquite Rd, Bishop",11299,301860,605747,3586,1769,Inyo
37.3601,-118.43567,"205 Mesquite Rd, Bishop",8539,390857,605747,2536,718,Inyo
37.35992,-118.43567,"211 Mesquite Rd, Bishop",8000,275070,605747,3902,2085,Inyo
37.35974,-118.43567,"219 Mesquite Rd, Bishop",8000,192157,605747,4880,3063,Inyo
37.35957,-118.43566,"231 Mesquite Rd, Bishop",8000,207466,605747,4700,2882,Inyo
37.35939,-118.43566,"243 Mesquite Rd, Bishop",8000,411619,605747,2291,473,Inyo
37.35922,-118.43566,"255 Mesquite Rd, Bishop",8000,270320,605747,3958,2141,Inyo
37.35904,-118.43566,"267 Mesquite Rd, Bishop",8000,432806,605747,2041,223,Inyo
37.35887,-118.43566,"275 Mesquite Rd, Bishop",8000,235129,605747,4373,2556,Inyo
37.35869,-118.43566,"287 Mesquite Rd, Bishop",8000,301343,605747,3592,1775,Inyo
37.35851,-118.43566,"291 Mesquite Rd, Bishop",8000,230393,605747,4429,2612,Inyo
37.35833,-118.43569,"201 Pinon Rd, Bishop",8276,203563,605747,4746,2929,Inyo
37.35817,-118.43591,"269 Pinon Rd, Bishop",7841,351819,605747,2996,1179,Inyo
37.35802,-118.43613,"298 Meadow Ln, Bishop",7841,199347,605747,4796,2978,Inyo
37.35832,-118.43612,"294 Meadow Ln, Bishop",8216,512463,605747,1101,-716,Inyo
37.35851,-118.43608,"292 Meadow Ln, Bishop",7680,238606,605747,4332,2515,Inyo
37.35869,-118.43608,"286 Meadow Ln, Bishop",7680,353973,605747,2971,1154,Inyo
37.35887,-118.43609,"274 Meadow Ln, Bishop",7680,362613,605747,2869,1052,Inyo
37.35904,-118.43609,"266 Meadow Ln, Bishop",7680,287481,605747,3756,1938,Inyo
37.35922,-118.43609,"254 Meadow Ln, Bishop",7680,62474,605747,6411,4593,Inyo
37.35939,-118.43609,"242 Meadow Ln, Bishop",7680,255113,605747,4137,2320,Inyo
37.35957,-118.43609,"230 Meadow Ln, Bishop",7680,310139,605747,3488,1671,Inyo
37.35974,-118.43609,"218 Meadow Ln, Bishop",7680,587826,605747,211,-1606,Inyo
37.35992,-118.43609,"210 Meadow Ln, Bishop",7680,366757,605747,2820,1003,Inyo
37.3601,-118.43609,"202 Meadow Ln, Bishop",8194,255802,605747,4129,2312,Inyo
37.35992,-118.43672,"211 Meadow Ln, Bishop",8320,166524,605747,5183,3366,Inyo
37.35974,-118.43672,"219 Meadow Ln, Bishop",8320,514153,605747,1081,-736,Inyo
37.35957,-118.43672,"231 Meadow Ln, Bishop",8320,192162,605747,4880,3063,Inyo
37.35939,-118.43671,"243 Meadow Ln, Bishop",8320,344120,605747,3087,1270,Inyo
37.35922,-118.43671,"255 Meadow Ln, Bishop",8320,351471,605747,3000,1183,Inyo
37.35904,-118.43671,"267 Meadow Ln, Bishop",8320,236795,605747,4354,2536,Inyo
37.35886,-118.43671,"275 Meadow Ln, Bishop",8320,291324,605747,3710,1893,Inyo
37.35869,-118.43671,"287 Meadow Ln, Bishop",8320,269178,605747,3972,2154,Inyo
37.35851,-118.43672,"291 Meadow Ln, Bishop",8884,366971,605747,2818,1000,Inyo
37.3601,-118.43672,"3104 Birch St, Bishop",8884,225806,605747,4483,2666,Inyo
37.35775,-118.43511,"3053 Laurel Rd, Bishop",7800,288047,605747,3749,1932,Inyo
37.35771,-118.43536,"3081 Laurel Rd, Bishop",8427,357258,605747,2932,1115,Inyo
37.35771,-118.43574,"296 Pinon Rd, Bishop",7538,304821,605747,3551,1734,Inyo
37.35788,-118.43555,"270 Pinon Rd, Bishop",8100,390646,605747,2538,721,Inyo
37.35806,-118.43534,"202 Pinon Rd, Bishop",8092,298843,605747,3621,1804,Inyo
37.35808,-118.43511,"3060 Cedar St, Bishop",7982,226261,605747,4478,2661,Inyo
37.35775,-118.43483,"3037 Laurel Rd, Bishop",11280,229991,605747,4434,2617,Inyo
37.35808,-118.43484,"3044 Cedar St, Bishop",11543,652800,652800,0,-1958,Inyo
37.35723,-118.43511,"302 Mesquite Rd, Bishop",8754,446818,605747,1875,58,Inyo
37.35723,-118.43483,"3040 Laurel Rd, Bishop",12610,270192,605747,3960,2142,Inyo
37.35815,-118.43672,"295 Meadow Ln, Bishop",9530,457980,605747,1744,-74,Inyo
37.35794,-118.43671,"297 Meadow Ln, Bishop",10850,429468,605747,2080,263,Inyo
37.35775,-118.4365,"299 Meadow Ln, Bishop",8152,448799,605747,1852,35,Inyo
37.35765,-118.43672,"305 Pinon Rd, Bishop",9600,342368,605747,3108,1291,Inyo
37.35746,-118.43681,"317 Pinon Rd, Bishop",7166,384728,605747,2608,791,Inyo
37.35721,-118.43676,"333 Pinon Rd, Bishop",10820,160753,605747,5251,3434,Inyo
37.35716,-118.43642,"320 Pinon Rd, Bishop",9225,350093,605747,3017,1199,Inyo
