lat,lon,addr,sqft,assessed,market,subsidy,change,county
37.41316,-118.54803,"245 Avenida Del Monte, Round Valley",50529,690540,690540,0,-2072,Inyo
37.41288,-118.54776,"235 Avenida Del Monte, Round Valley",50529,94241,605747,6036,4219,Inyo
37.41273,-118.54722,"225 Avenida Del Monte, Bishop",31363,151315,605747,5362,3545,Inyo
37.41233,-118.54686,"205 Avenida Del Monte, Bishop",40075,689982,689982,0,-2070,Inyo
37.41395,-118.54652,"234 Avenida Del Monte, Round Valley",118483,721133,721133,0,-2163,Inyo
37.41183,-118.54719,"157 Mesa Vista Dr, Bishop",58370,226376,605747,4477,2659,Inyo
37.41143,-118.54767,"147 Mesa Vista Dr, Bishop",57063,783772,783772,0,-2351,Inyo
37.40952,-118.5468,"284 Mill Creek Rd, Round Valley",20908,161930,605747,5237,3420,Inyo
37.4093,-118.54659,"280 Mill Creek Rd, Round Valley",20908,401580,605747,2409,592,Inyo
37.41047,-118.54756,"106 Mesa Vista Dr, Round Valley",32160,486684,605747,1405,-412,Inyo
37.41132,-118.54628,"140 Mesa Vista Dr, Bishop",50529,651404,651404,0,-1954,Inyo
37.41046,-118.54685,"110 Mesa Vista Dr, Round Valley",43560,370358,605747,2778,960,Inyo
37.40994,-118.54626,"120 Mesa Vista Dr, Round Valley",86684,794367,794367,0,-2383,Inyo
37.41182,-118.53881,"617 Houston Dr, Round Valley",22215,531760,605747,873,-944,Inyo
37.41182,-118.53806,"621 Houston Dr, Bishop",21780,469233,605747,1611,-206,Inyo
37.4109,-118.53796,"620 Houston Dr, Bishop",20908,585898,605747,234,-1583,Inyo
37.40877,-118.53713,"645 Houston Dr, Bishop",22215,558007,605747,563,-1254,Inyo
37.36979,-118.40137,"829 Chamberlain St, Bishop",5495,516745,605747,1050,-767,Inyo
37.36992,-118.40198,"852 Home St, Bishop",12617,61233,605747,6425,4608,Inyo
37.37023,-118.40199,"896 Home St, Bishop",9260,440000,605747,1956,139,Inyo
37.36963,-118.40138,"601 W Yaney St, Bishop",5775,246888,605747,4235,2417,Inyo
37.36971,-118.40163,"645 W Yaney St, Bishop",5224,129315,605747,5622,3805,Inyo
37.37007,-118.40146,"861 Chamberlain St, Bishop",9300,245269,605747,4254,2436,Inyo
37.36993,-118.40145,"851 Chamberlain St, Bishop",7050,183471,605747,4983,3166,Inyo
36.80151,-118.19398,"320 Rosedale Dr, Independence",8463,280500,316130,420,-528,Inyo
37.36994,-118.40022,"851 Coats St, Bishop",24637,400327,605747,2424,607,Inyo
37.36994,-118.40073,"840 Chamberlain St, Bishop",8137,220250,605747,4549,2732,Inyo
37.36979,-118.40073,"830 Chamberlain St, Bishop",8250,412457,605747,2281,464,Inyo
37.37016,-118.40086,"850 Chamberlain St, Bishop",8250,332367,605747,3226,1409,Inyo
37.37016,-118.40061,"544 Sierra St, Bishop",8250,236384,605747,4358,2541,Inyo
37.36995,-118.39898,"851 Lee St, Bishop",8137,611898,611898,0,-1836,Inyo
36.79974,-118.20126,"305 W Payne St, Independence",7800,138231,316130,2099,1151,Inyo
36.79971,-118.20181,"329 W Payne St, Independence",17875,187207,316130,1521,573,Inyo
37.36979,-118.39897,"829 Lee St, Bishop",8250,520148,605747,1010,-807,Inyo
36.79998,-118.20141,"235 S Webster St, Independence",5850,130560,316130,2190,1241,Inyo
37.36964,-118.39897,"801 Lee St, Bishop",8250,268099,605747,3984,2167,Inyo
36.79986,-118.20134,"245 S Webster St, Independence",5850,149265,316130,1969,1021,Inyo
37.37024,-118.3995,"498 Sierra St, Bishop",8250,422607,605747,2161,344,Inyo
36.80147,-118.20009,"149 W Kearsarge St, Independence",16250,204391,316130,1319,370,Inyo
36.80197,-118.20028,"140 W Market St, Independence",6800,121111,316130,2301,1353,Inyo
37.37017,-118.39911,"410 Sierra St, Bishop",7923,120391,605747,5727,3910,Inyo
37.37017,-118.39885,"895 Lee St, Bishop",8561,468180,605747,1623,-194,Inyo
37.37018,-118.39777,"873 Crosby St, Bishop",15400,727882,727882,0,-2184,Inyo
37.36995,-118.39777,"851 Crosby St, Bishop",7595,185062,605747,4964,3147,Inyo
37.36965,-118.39827,"389 W Yaney St, Bishop",8250,259496,605747,4086,2269,Inyo
36.80069,-118.1996,"234 S Washington St, Independence",6500,303079,316130,154,-794,Inyo
37.3698,-118.39827,"830 Lee St, Bishop",8250,238746,605747,4331,2513,Inyo
36.80097,-118.19987,"154 W Kearsarge St, Independence",8000,229738,316130,1019,71,Inyo
37.36995,-118.39827,"852 Lee St, Bishop",8132,228159,605747,4456,2638,Inyo
36.80085,-118.19967,"225 S Mary St, Independence",8500,213076,316130,1216,268,Inyo
36.8011,-118.1997,"134 W Kearsarge St, Independence",3000,59233,316130,3031,2083,Inyo
37.37018,-118.39813,"394 Sierra St, Bishop",7160,405159,605747,2367,550,Inyo
36.80103,-118.19916,"227 S Edwards St, Independence",6500,110116,316130,2431,1483,Inyo
37.3698,-118.39777,"839 Crosby St, Bishop",7700,602912,605747,33,-1784,Inyo
36.80078,-118.19901,"249 S Edwards St, Independence",19500,215517,316130,1187,239,Inyo
37.36965,-118.39777,"807 Crosby St, Bishop",7700,220125,605747,4550,2733,Inyo
37.36904,-118.39872,"402 W Yaney St, Bishop",11724,133958,605747,5567,3750,Inyo
36.80047,-118.19959,"250 S Washington St, Independence",6506,242463,316130,869,-79,Inyo
36.80055,-118.19939,"131 W Payne St, Independence",6493,214120,316130,1204,255,Inyo
37.36905,-118.39762,"344 West Yaney St, Bishop",36011,867778,867778,0,-2603,Inyo
37.36905,-118.39695,"222 W Yaney St, Bishop",27055,436369,605747,1999,181,Inyo
36.79975,-118.19982,"315 S Washington St, Independence",6500,392699,392699,0,-1178,Inyo
36.79929,-118.20019,"330 S Webster St, Independence",6500,188392,316130,1507,559,Inyo
36.79917,-118.20011,"340 S Webster St, Independence",6500,243717,316130,854,-94,Inyo
36.79905,-118.20003,"354 S Webster St, Independence",6500,226779,316130,1054,106,Inyo
36.79956,-118.1997,"327 S Washington St, Independence",13000,387340,387340,0,-1162,Inyo
37.37168,-118.39437,"151 Mac Iver St, Bishop",15100,333387,605747,3214,1397,Inyo
36.79932,-118.19955,"347 S Washington St, Independence",13000,443285,443285,0,-1330,Inyo
37.40722,-118.54442,"110 Mill Creek Rd, Round Valley",30056,486540,605747,1407,-411,Inyo
37.40702,-118.54396,"92 Mill Creek Rd, Round Valley",28314,79984,605747,6204,4387,Inyo
37.36932,-118.39283,"218 E Yaney St, Bishop",11200,235040,605747,4374,2557,Inyo
37.36914,-118.38648,"495 E Yaney St, Bishop",7804,225492,605747,4487,2670,Inyo
37.36914,-118.38689,"477 E Yaney St, Bishop",6352,126845,605747,5651,3834,Inyo
37.36884,-118.38801,"406 E Yaney St, Bishop",2662,169005,605747,5154,3336,Inyo
37.36884,-118.38786,"412 E Yaney St, Bishop",2812,134354,605747,5562,3745,Inyo
37.36885,-118.38758,"418 E Yaney St, Bishop",7330,257502,605747,4109,2292,Inyo
37.36886,-118.38641,"496 E Yaney St, Bishop",8691,190048,605747,4905,3088,Inyo
37.36885,-118.38725,"440 E Yaney St, Bishop",4367,348341,605747,3037,1220,Inyo
37.36886,-118.38678,"468 E Yaney St, Bishop",4629,177429,605747,5054,3237,Inyo
37.35961,-118.40422,"304 Sunland Dr, Bishop",17000,777150,777150,0,-2331,Inyo
37.35873,-118.40421,"312 Sunland Dr, Bishop",18046,690694,690694,0,-2072,Inyo
37.35901,-118.40421,"310 Sunland Dr, Bishop",21535,205473,605747,4723,2906,Inyo
37.3592,-118.40356,"306 Sunland Dr, Bishop",132422,815730,815730,0,-2447,Inyo
37.35723,-118.39883,"417 Mandich St, Bishop",9937,196362,605747,4831,3013,Inyo
37.42688,-118.40873,"371 Fish Slough Rd, Bishop",25700,373692,605747,2738,921,Inyo
37.39,-118.42061,"2488 Dixon Ln, Bishop",21252,307037,605747,3525,1708,Inyo
37.39001,-118.41934,"2464 Dixon Ln, Bishop",20908,235898,605747,4364,2547,Inyo
37.35926,-118.35675,"2096 Van Loon Ln, Bishop",6500,169553,605747,5147,3330,Inyo
37.38946,-118.41885,"1847 Ln Saniger, Bishop",15692,257510,605747,4109,2292,Inyo
37.35899,-118.35735,"2078 Van Loon Ln, Bishop",6796,164331,605747,5209,3391,Inyo
37.35899,-118.35718,"2084 Van Loon Ln, Bishop",6500,340226,605747,3133,1316,Inyo
37.35899,-118.35752,"2072 Van Loon Ln, Bishop",6500,143700,605747,5452,3635,Inyo
37.35954,-118.35686,"2095 Van Loon Ln, Bishop",22564,282886,605747,3810,1993,Inyo
37.38938,-118.41949,"2435 West St, Bishop",43547,58735,605747,6455,4637,Inyo
37.38918,-118.42219,"2541 West St, Bishop",11500,62830,605747,6406,4589,Inyo
37.38984,-118.42205,"2536 Dixon Ln, Bishop",18730,245363,605747,4253,2435,Inyo
37.38956,-118.42205,"2532 Dixon Ln, Bishop",18730,435062,605747,2014,197,Inyo
37.38926,-118.42194,"2533 West St, Bishop",15420,95923,605747,6016,4199,Inyo
37.38925,-118.42029,"2469 West St, Bishop",14051,397261,605747,2460,643,Inyo
37.38981,-118.42093,"2506 Dixon Ln, Bishop",8750,284452,605747,3791,1974,Inyo
37.38936,-118.42093,"2503 West St, Bishop",21773,526132,605747,939,-878,Inyo
37.39,-118.42125,"2516 Dixon Ln, Bishop",21773,337108,605747,3170,1353,Inyo
37.39001,-118.42269,"2568 Dixon Ln, Bishop",39333,668504,668504,0,-2006,Inyo
37.35899,-118.35818,"2006 Van Loon Ln, Bishop",8450,369864,605747,2783,966,Inyo
37.38943,-118.42267,"2561 West St, Bishop",39334,96484,605747,6009,4192,Inyo
37.38876,-118.42275,"2566 West St, Bishop",39332,338089,605747,3158,1341,Inyo
37.35899,-118.35797,"2054 Van Loon Ln, Bishop",7800,104225,605747,5918,4101,Inyo
37.38952,-118.42124,"2507 Rose Ln, Bishop",10175,462323,605747,1692,-125,Inyo
37.38867,-118.42204,"2546 West St, Bishop",33797,126296,605747,5658,3840,Inyo
37.38868,-118.4196,"2444 West St, Bishop",16331,170546,605747,5135,3318,Inyo
37.3881,-118.42139,"2514 West St, Bishop",39593,90825,605747,6076,4259,Inyo
37.38865,-118.42157,"2524 West St, Bishop",17042,613992,613992,0,-1842,Inyo
37.38865,-118.42125,"2508 West St, Bishop",20192,348051,605747,3041,1224,Inyo
37.38874,-118.41931,"2432 West St, Bishop",9920,248277,605747,4218,2401,Inyo
37.38817,-118.4199,"2448 West St, Bishop",25296,179341,605747,5032,3214,Inyo
37.3761,-118.41409,"2203 N Sierra Hwy, Bishop",8733,160488,605747,5254,3437,Inyo
36.79964,-118.20028,"200 W Payne St, Independence",6500,250317,316130,777,-172,Inyo
36.79949,-118.20037,"320 S Webster St, Independence",13000,112321,316130,2405,1457,Inyo
36.79951,-118.19887,"131 West Pavilion St, Independence",6500,244080,316130,850,-98,Inyo
36.80009,-118.19858,"325 S Edwards St, Independence",6500,156671,316130,1882,933,Inyo
36.79997,-118.1985,"333 S Edwards St, Independence",6500,113776,316130,2388,1439,Inyo
36.79988,-118.1991,"322 S Washington St, Independence",6500,67624,316130,2932,1984,Inyo
36.8,-118.19918,"312 S Washington St, Independence",6500,166521,316130,1765,817,Inyo
36.79972,-118.19835,"353 S Edwards St, Independence",6500,79656,316130,2790,1842,Inyo
36.7991,-118.19796,"435 S Edwards St, Independence",13000,149953,316130,1961,1012,Inyo
36.79889,-118.19848,"430 South Washington St, Independence",13000,349131,349131,0,-1047,Inyo
36.79913,-118.19863,"140 W Pavilion St, Independence",13000,330759,330759,0,-992,Inyo
36.79864,-118.19833,"454 S Washington St, Independence",13000,217001,316130,1170,221,Inyo
36.79879,-118.19777,"455 S Edwards St, Independence",6500,104529,316130,2497,1549,Inyo
36.8022,-118.19699,"205 S Clay St, Independence",6500,278184,316130,448,-501,Inyo
36.80208,-118.19691,"215 S Clay St, Independence",6500,164539,316130,1789,840,Inyo
37.43126,-118.5915,"2551 N Round Valley Rd, Round Valley",46609,275223,605747,3900,2083,Inyo
36.80196,-118.19684,"223 S Clay St, Independence",6500,345780,345780,0,-1037,Inyo
37.4309,-118.59374,"150 Hardy Rd, Bishop",30492,1045602,1045602,0,-3137,Inyo
36.80163,-118.19728,"230 South Jackson St, Independence",6500,248958,316130,793,-156,Inyo
36.80175,-118.19736,"222 S Jackson St, Independence",6500,129978,316130,2197,1248,Inyo
37.43078,-118.59341,"130 Hardy Rd, Bishop",35283,994500,994500,0,-2984,Inyo
36.80171,-118.19669,"241 S Clay St, Independence",6500,233465,316130,975,27,Inyo
36.80183,-118.19676,"229 S Clay St, Independence",6500,169147,316130,1734,786,Inyo
36.80138,-118.19713,"250 South Jackson St, Independence",6350,316413,316413,0,-949,Inyo
36.80193,-118.19747,"200 E Kearsarge St, Independence",13000,476770,476770,0,-1430,Inyo
36.80174,-118.19815,"207 S Jackson St, Independence",6500,193188,316130,1451,502,Inyo
36.80163,-118.19808,"215 S Jackson St, Independence",5200,80285,316130,2783,1835,Inyo
36.80114,-118.19792,"137 E Payne St, Independence",5600,289960,316130,309,-640,Inyo
36.80128,-118.19852,"222 S Edwards St, Independence",6500,135160,316130,2135,1187,Inyo
36.80141,-118.19859,"216 S Edwards St, Independence",6500,132812,316130,2163,1215,Inyo
36.8015,-118.19801,"223 S Jackson St, Independence",7800,104324,316130,2499,1551,Inyo
36.8009,-118.19618,"337 S Clay St, Independence",6500,125592,316130,2248,1300,Inyo
36.80115,-118.19633,"315 S Clay St, Independence",19500,121689,316130,2294,1346,Inyo
37.40124,-118.34724,"159 Railroad St, Bishop",5000,65102,605747,6380,4562,Inyo
37.40098,-118.3476,"121 First St, Bishop",5000,71424,605747,6305,4488,Inyo
36.7996,-118.19747,"414 S Edwards St, Independence",13000,82848,316130,2753,1804,Inyo
36.79846,-118.19761,"507 S Edwards St, Independence",6599,33173,316130,3339,2391,Inyo
36.79753,-118.19612,"634 S Edwards St, Independence",22365,227559,316130,1045,97,Inyo
36.79783,-118.19634,"610 S Edwards St, Independence",16200,232110,316130,991,43,Inyo
36.80378,-118.19728,"301 E Market St, Independence",7840,332418,332418,0,-997,Inyo
36.804,-118.19673,"331 E Market St, Independence",7800,185430,316130,1542,594,Inyo
36.80407,-118.19655,"341 E Market St, Independence",7800,103127,316130,2513,1565,Inyo
36.80415,-118.19636,"351 E Market St, Independence",7800,152175,316130,1935,986,Inyo
36.80423,-118.19617,"361 E Market St, Independence",9100,161745,316130,1822,873,Inyo
36.80431,-118.19595,"371 E Market St, Independence",9100,106198,316130,2477,1529,Inyo
36.8044,-118.19574,"381 E Market St, Independence",9100,123935,316130,2268,1320,Inyo
36.80389,-118.19701,"311 E Market St, Independence",15600,302137,316130,165,-783,Inyo
36.80479,-118.1977,"210 N Clay St, Independence",45738,147150,316130,1994,1046,Inyo
37.16818,-118.29374,"310 N School St, Big Pine",13400,477211,477211,0,-1432,Inyo
37.16957,-118.28832,"220 Poplar Ave, Big Pine",6875,189999,605747,4906,3089,Inyo
37.16918,-118.28866,"201 Center St, Big Pine",6875,197019,605747,4823,3006,Inyo
37.16956,-118.28866,"430 N Pine St, Big Pine",6875,133858,605747,5568,3751,Inyo
37.16944,-118.28896,"431 Pine St, Big Pine",3750,216949,431538,2532,1238,Inyo
37.16964,-118.28897,"451 N Pine St, Big Pine",3750,166541,431538,3127,1832,Inyo
37.16868,-118.2881,"230 Center St, Big Pine",10313,347784,431538,988,-306,Inyo
37.16868,-118.28784,"250 Center St, Big Pine",10313,246037,431538,2189,894,Inyo
37.16867,-118.28831,"220 Center St, Big Pine",6875,291495,431538,1653,358,Inyo
37.16868,-118.28763,"258 Center St, Big Pine",6875,276015,431538,1835,541,Inyo
37.1683,-118.2878,"251 Locust St, Big Pine",6875,280088,431538,1787,492,Inyo
37.16745,-118.28846,"201 Home St, Big Pine",13750,210819,605747,4660,2843,Inyo
37.16775,-118.28865,"200 Locust St, Big Pine",6875,264025,431538,1977,682,Inyo
37.16776,-118.28745,"266 Locust St, Big Pine",6875,211943,431538,2591,1297,Inyo
37.16776,-118.28762,"260 Locust St, Big Pine",6875,200584,431538,2725,1431,Inyo
37.16775,-118.28839,"220 Locust St, Big Pine",13750,413302,431538,215,-1079,Inyo
37.37672,-118.4182,"1443 Shelly Creek Rd, Bishop",12632,424418,605747,2140,322,Inyo
37.3764,-118.41814,"1445 Shelly Creek Rd, Bishop",12632,469133,605747,1612,-205,Inyo
37.37708,-118.41798,"1441 Shelly Creek Rd, Bishop",32670,232112,605747,4409,2592,Inyo
37.37681,-118.41758,"1444 Shelly Creek Rd, Bishop",25700,828057,828057,0,-2484,Inyo
37.37756,-118.41989,"1397 Rowan Ln, Bishop",44866,76473,605747,6245,4428,Inyo
37.37941,-118.4216,"1457 Lazy A Dr, Bishop",8265,407905,605747,2335,517,Inyo
37.37924,-118.42159,"1451 Lazy A Dr, Bishop",8348,493356,605747,1326,-491,Inyo
37.37907,-118.42158,"1445 Lazy A Dr, Bishop",8363,64978,605747,6381,4564,Inyo
37.3789,-118.42157,"1439 Lazy A Dr, Bishop",8336,251632,605747,4179,2361,Inyo
37.37873,-118.42157,"1433 Lazy A Dr, Bishop",8239,376386,605747,2706,889,Inyo
37.37856,-118.42156,"1427 Lazy A Dr, Bishop",7920,372993,605747,2746,929,Inyo
37.37839,-118.42156,"1421 Lazy A Dr, Bishop",7978,514685,605747,1075,-743,Inyo
37.37822,-118.42156,"1415 Lazy A Dr, Bishop",7989,137541,605747,5525,3708,Inyo
37.37805,-118.42156,"1409 Lazy A Dr, Bishop",8504,268615,605747,3978,2161,Inyo
37.37788,-118.42154,"1403 Lazy A Dr, Bishop",9200,374307,605747,2731,914,Inyo
37.37939,-118.42203,"1452 Bear Creek Dr, Bishop",7923,580743,605747,295,-1522,Inyo
37.3792,-118.42202,"1446 Bear Creek Dr, Bishop",8053,459712,605747,1723,-94,Inyo
37.37901,-118.42201,"1440 Bear Creek Dr, Bishop",8235,546521,605747,699,-1118,Inyo
37.37882,-118.42201,"1434 Bear Creek Dr, Bishop",8430,351841,605747,2996,1179,Inyo
37.37862,-118.422,"1428 Bear Creek Dr, Bishop",8570,433442,605747,2033,216,Inyo
37.37842,-118.422,"1422 Bear Creek Dr, Bishop",8610,536654,605747,815,-1002,Inyo
37.37823,-118.422,"1416 Bear Creek Dr, Bishop",8712,443747,605747,1912,94,Inyo
37.37803,-118.422,"1410 Bear Creek Dr, Bishop",8712,233567,605747,4392,2574,Inyo
37.37783,-118.42201,"1404 Bear Creek Dr, Bishop",10019,263211,605747,4042,2225,Inyo
37.37941,-118.42094,"1450 Lazy A Dr, Bishop",8082,170324,605747,5138,3321,Inyo
37.37924,-118.42093,"1444 Lazy A Dr, Bishop",8001,288072,605747,3749,1931,Inyo
37.37907,-118.42092,"1438 Lazy A Dr, Bishop",7980,378154,605747,2686,868,Inyo
37.3789,-118.42091,"1432 Lazy A Dr, Bishop",8017,158523,605747,5277,3460,Inyo
37.37873,-118.42091,"1426 Lazy A Dr, Bishop",8114,66232,605747,6366,4549,Inyo
37.37856,-118.4209,"1420 Lazy A Dr, Bishop",8580,327056,605747,3289,1471,Inyo
37.37838,-118.4209,"1414 Lazy A Dr, Bishop",8616,338084,605747,3158,1341,Inyo
37.3782,-118.42091,"1408 Lazy A Dr, Bishop",8265,523895,605747,966,-851,Inyo
37.37803,-118.42088,"2499 Bar L Ln, Bishop",7670,359818,605747,2902,1085,Inyo
37.37814,-118.42046,"1407 Rocking W Dr, Bishop",13440,693600,693600,0,-2081,Inyo
37.37838,-118.42044,"1413 Rocking W Dr, Bishop",8600,530603,605747,887,-931,Inyo
37.37856,-118.42045,"1419 Rocking W Dr, Bishop",8580,219048,605747,4563,2746,Inyo
37.37874,-118.42045,"1425 Rocking W Dr, Bishop",8655,470000,605747,1602,-215,Inyo
37.37892,-118.42046,"1431 Rocking W Dr, Bishop",8757,320279,605747,3369,1551,Inyo
37.3791,-118.42047,"1437 Rocking W Dr, Bishop",8790,398234,605747,2449,631,Inyo
37.37928,-118.42048,"1443 Rocking W Dr, Bishop",8754,231037,605747,4422,2604,Inyo
37.37945,-118.4205,"1449 Rocking W Dr, Bishop",8649,573687,605747,378,-1439,Inyo
37.37945,-118.41983,"1448 Rocking W Dr, Bishop",8857,99415,605747,5975,4157,Inyo
37.37927,-118.41982,"1442 Rocking W Dr, Bishop",8584,449551,605747,1843,26,Inyo
37.3791,-118.41981,"1436 Rocking W Dr, Bishop",8360,530603,605747,887,-931,Inyo
37.37892,-118.4198,"1430 Rocking W Dr, Bishop",8226,344122,605747,3087,1270,Inyo
37.37874,-118.4198,"1424 Rocking W Dr, Bishop",8174,565000,605747,481,-1336,Inyo
37.37856,-118.4198,"1418 Rocking W Dr, Bishop",8157,239036,605747,4327,2510,Inyo
37.37838,-118.4198,"1412 Rocking W Dr, Bishop",8171,77492,605747,6233,4416,Inyo
37.3782,-118.4198,"1406 Rocking W Dr, Bishop",8177,137434,605747,5526,3709,Inyo
37.378,-118.41982,"1400 Rocking W Dr, Bishop",10900,381166,605747,2650,833,Inyo
37.37932,-118.42263,"1453 Bear Creek Dr, Bishop",8934,386833,605747,2583,766,Inyo
37.37912,-118.42262,"1447 Bear Creek Dr, Bishop",8980,475131,605747,1541,-276,Inyo
37.37892,-118.42262,"1441 Bear Creek Dr, Bishop",8983,455754,605747,1770,-47,Inyo
37.37872,-118.42262,"1435 Bear Creek Dr, Bishop",8980,290209,605747,3723,1906,Inyo
37.37852,-118.42262,"1429 Bear Creek Dr, Bishop",8979,336244,605747,3180,1363,Inyo
37.37832,-118.42262,"1423 Bear Creek Dr, Bishop",8978,299894,605747,3609,1792,Inyo
37.37813,-118.42262,"1417 Bear Creek Dr, Bishop",8976,244452,605747,4263,2446,Inyo
37.37793,-118.42261,"1411 Bear Creek Dr, Bishop",8974,474088,605747,1554,-264,Inyo
